cardinality of set,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_sort_sorted_insert,,,,,,,,,,,,,,,,,,,,,
count,0,7,10,10,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,1,2,7,5,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,1,6,5,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,1,4,5,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,1,1,3,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,2,3,6,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,5,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.07769999999999999,0.138,0.47859999999999997,0.26730000000000004,0.3733,0.13640000000000002,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.0779,0.1397,0.4785,0.2654,0.3725,0.13740000000000002,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,1.2369,4.0798,158.8982,85.4543,32.748400000000004,1.0501,0.2702,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0.05987400000005,0.05376299999992,0.042518,0.0848669999999,0.1015899999997,0.08726600000010001,0.014727,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_sorted_insert,,,,,,,,,,,,,,,,,,,,,
count,0,10,10,10,10,10,10,10,10,10,10,10,1,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,0,0,1,1,2,4,7,1,0,0,0,0,0,0,0,0
naive-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,1,0,2,3,5,4,8,1,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,0,0,0,1,1,2,6,1,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,1,1,3,6,1,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.028499999999999998,1.0882999999999998,1.5582999999999998,27.284799999999997,48.853,136.2259,118.34270000000001,325.7215,232.07229999999998,280.45919999999995,178.8896,25.1912,0,0,0,0,0,0,0,0
naive-time,0,0.029199999999999997,1.0814999999999997,2.7805999999999997,33.9483,54.5056,216.78040000000001,134.6436,95.3921,344.3264,92.9619,0,0,0,0,0,0,0,0,0,0
burst-time,0,6.2071000000000005,37.1181,68.75119999999998,3.3474,110.5239,0.7307,105.4531,237.4665,143.6045,49.799200000000006,179.63819999999998,0.8212,0,0,0,0,0,0,0,0
smyth-time,0,0.06013600000005001,0.07310700000007,0.13326400000018002,5.3498100000002005,6.468921999999999,24.5308,126.917352,37.330596,55.68211399999999,21.922282,35.718524,3.350818,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,2,2,4,5,9,6,9,10,1,0,0,0,0,0,0,0,0
burst-timeout,0,1,4,4,7,4,7,3,6,3,3,1,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0
list_map,,,,,,,,,,,,,,,,,,,,,
count,0,8,10,10,10,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,4,9,9,10,10,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,4,6,7,9,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,1,4,6,8,8,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,3,4,7,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,4,6,8,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.0091,0.0183,0.029200000000000004,0.046900000000000004,0.0581,0.0738,0.0781,0.0124,0,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.0096,0.0191,0.0304,0.051199999999999996,0.062,0.0747,0.07869999999999999,0.0125,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0.1813,0.3531,0.7046,0.7093999999999999,0.42910000000000004,0.3509,0.2697,0.0211,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,1.0322470000000001,0.8953229999998,1.7196169999998998,0.3559669999997,0.4111450000004,0.4171410000004,0.3422799999999,0.04375,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_filter,,,,,,,,,,,,,,,,,,,,,
count,0,9,10,10,10,10,10,10,9,1,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,1,3,6,7,8,6,8,1,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,1,1,4,4,6,6,9,1,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,2,3,5,7,1,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.0087,0.1274,0.5828,1.0191999999999999,4.9057,10.0283,32.0764,52.6529,12.4987,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.0092,0.16410000000000002,1.2515,2.902200000000001,11.599499999999999,18.501400000000004,50.0484,75.7552,12.5382,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0.17359999999999998,0.38189999999999996,1.0748,4.3922,11.0676,3.7762999999999995,1.3102999999999998,1.4135,0.1218,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0.205015,0.16651199999980001,0.14164199999959998,0.48058,1.8196250000001999,3.272661,0.9779019999995999,1.029453,0.122244,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_fold,,,,,,,,,,,,,,,,,,,,,
count,0,9,10,10,10,10,10,10,9,1,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,5,4,7,10,9,1,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,4,5,8,10,9,1,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,4,5,8,10,9,1,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.0155,0.1612,0.0207,0.0994,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.0161,0.1626,0.0234,0.09890000000000002,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0.18030000000000002,7.7448999999999995,3.3041,223.20639999999997,200.68759999999997,212.07899999999998,213.507,80.0698,1.1369,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,1.7863160000000002,0.999287,1.977678,5.899032,5.221497,6.945621999999999,7.206379,6.908243,0.811135,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,1,3,6,9,10,10,9,1,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,1,3,6,9,10,10,9,1,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_count_leaves,,,,,,,,,,,,,,,,,,,,,
count,0,7,10,10,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,1,8,9,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,7,9,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,3,6,9,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,2,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,2,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,6,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.6282,1.4164,1.067,1.1918999999999997,1.6031,0.3164,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.6145,1.4142,1.0769,1.1864999999999999,1.5969,0.31899999999999995,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,20.811400000000003,144.0486,25.4992,42.9607,31.803000000000004,2.9551999999999996,0.0756,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0.06554200000027,0.06446799999978,6.483905,23.516783999999998,23.218756,25.022056,4.501783,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_count_nodes,,,,,,,,,,,,,,,,,,,,,
count,0,6,10,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,2,7,9,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,2,6,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,4,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,5,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.5414,1.5657,1.5707,1.0784,0.35850000000000004,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.538,1.5490000000000002,1.5807,1.0764,0.36360000000000003,0.0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,4.7132000000000005,96.72230000000002,15.7621,111.68599999999999,2.0989999999999998,0.0907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0.050625000000079995,0.06777599999983,0.06752999999999999,2.3040000000000003,2.430846,0.53906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_inorder,,,,,,,,,,,,,,,,,,,,,
count,0,5,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.2889,0.5681,0.2107,0.009000000000000001,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.2888,0.5665,0.2118,0.0093,0.0214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0.1623,8.654699999999998,32.51690000000001,14.6712,0.5644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0.049682999999930005,0.0676290000001,0.37037499999999995,0.6938589999999,0.277635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_inorder_bool,,,,,,,,,,,,,,,,,,,,,
count,0,6,10,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,1,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.391,0.5162,0.0937,0.0281,0.0595,0.0304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.41769999999999996,0.5177,0.1021,0.0341,0.0597,0.0306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0.1066,17.7238,0.742,75.0063,0.645,0.0773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0.0616430000003,0.0526010000001,0.356326,0.7163239999999,0.672882,0.156766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,3,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,3,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_postorder,,,,,,,,,,,,,,,,,,,,,
count,0,9,10,10,10,10,10,10,9,1,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,1,2,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,0,0,1,2,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,3,3,7,6,9,1,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,8,7,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,1.7546,0.0024,0,0.1226,0.3404,0.4305,0.2657,1.5394,0.3421,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,1.7542,0.0026,0,0.1225,0.3977,0.4314,0.2562,1.5505,0.3392,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0.12279999999999999,0.0385,0,38.4791,25.1843,68.84759999999999,32.86,54.357699999999994,4.5054,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0.08943199999991001,0.027337,1.197182,146.540378,208.807222,253.58112699999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,3,8,10,9,8,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,3,8,10,9,8,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,4,7,10,7,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,2,3,5,7,8,1,0,0,0,0,0,0,0,0,0,0,0
tree_preorder,,,,,,,,,,,,,,,,,,,,,
count,0,5,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,2,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,1,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.28959999999999997,0.7682,1.1511,0.22790000000000002,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.3256,0.7762,1.1184,0.2278,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0.15960000000000002,0.6082,0.6056999999999999,0.2696,0.0443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0.04794600000013,0.057503,0.264356,0.370625,0.196902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_nodes_at_level,,,,,,,,,,,,,,,,,,,,,
count,0,10,10,10,10,10,10,10,10,10,10,1,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,1,1,4,3,6,8,1,0,0,0,0,0,0,0,0,0
naive-correct,0,0,0,1,0,1,1,4,0,5,4,1,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,0,0,1,2,1,6,1,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.46820000000000006,80.0096,131.2437,82.2153,153.8459,415.2214,313.2826,278.5091,303.6251,215.153,12.5377,0,0,0,0,0,0,0,0,0
naive-time,0,0.4658,79.47189999999999,137.5336,83.25699999999999,156.09539999999998,400.5815,315.07189999999997,277.5828,306.4027,225.4481,12.175,0,0,0,0,0,0,0,0,0
burst-time,0,1.0321999999999998,44.30120000000001,21.151799999999998,4.0259,11.8057,79.4798,128.4871,236.76760000000002,45.573899999999995,173.1329,8.5573,0,0,0,0,0,0,0,0,0
smyth-time,0,0.197589,0.174618,0.23578699999979996,92.90756400000011,209.9038830000001,113.35908799999991,7.869811,9.8603310000001,11.834067,4.508659,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,2,3,3,5,5,7,7,7,3,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,2,6,6,6,7,9,1,0,0,0,0,0,0,0,0,0
tree_map,,,,,,,,,,,,,,,,,,,,,
count,0,7,10,10,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,0,2,3,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0.221,1.2046999999999999,2.358,4.0317,5.9267,4.9958,0.7701,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.2237,1.2066999999999999,2.3310999999999997,3.9778000000000002,5.9372,4.942400000000001,0.7697,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0.8831,2.2041,2.448,2.535,2.7805,1.5514999999999999,0.1371,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,1.3329669999998999,0.37095900000020005,0.42454400000010006,0.48361399999989996,0.5488960000001,0.40995699999990004,0.0563749999999,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_binsert,,,,,,,,,,,,,,,,,,,,,
count,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1
syrup-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naive-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,6,7,1
smyth-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,1,3,2,3,2,2,2,0,0,0,4,5,5,6,1,10,1
smyth-nosol,0,0,4,3,4,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
syrup-time,0,0.044700000000000004,16.0844,79.43140000000001,72.9633,109.54690000000001,35.7603,100.1692,0,20.5475,0,0,0,0,0,0,0,0,0,0,0
naive-time,0,0.04529999999999999,16.1797,79.7736,134.89589999999998,106.9586,22.1783,100.6551,0,21.523,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,1.9459,3.8343,80.0283,112.39009999999999,83.4445,1.0754,61.8678,22.4015,37.22879999999999,2.8488,207.9956,43.2451,131.62619999999998,51.5256,95.4887,167.4438,188.46810000000002,286.5933,257.27930000000003,4.0904
smyth-time,0,0.11279299999980001,0.17595299999970002,0.8404039999997001,26.215546000000003,177.671805,291.30292599999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,3,8,8,9,10,9,10,10,10,10,10,10,10,10,10,10,1
naive-timeout,0,0,0,0,3,8,9,9,10,9,10,10,10,10,10,10,10,10,10,10,1
burst-timeout,0,0,7,7,5,8,9,9,7,6,9,7,8,7,8,8,5,6,4,3,0
smyth-timeout,0,0,0,0,0,0,4,7,7,8,8,9,9,10,5,5,5,4,9,0,0
