cardinality of set,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
smyth-rec-correct,0,0,0,3,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.2037,0.5226000000000001,0.45920000000000005,0.13640000000000002,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,6.2283,71.6781,7.524299999999999,2.7767,0.1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.0563609999997,1.3085870000002,3.8075640000000996,2.4597290000000003,0.57063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_inorder,,,,,,,,,,,,,,,,,,,,,
count,0,0,4,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.08310000000000001,0.1341,0.0091,0.0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.14129999999999998,1.1282999999999999,18.525599999999997,1.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.056226000000200005,0.37141599999999997,0.6878739999999001,0.280729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_inorder_bool,,,,,,,,,,,,,,,,,,,,,
count,0,0,5,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.1195,0.13579999999999998,0.034600000000000006,0.059399999999999994,0.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0892,2.2626,3.2066,2.2024,0.1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.070727,0.628834,1.0614500000001,0.646384,0.155137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_postorder,,,,,,,,,,,,,,,,,,,,,
count,0,0,8,10,10,10,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,3,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,2,4,5,8,8,1,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,51.0388,12.6288,0,0.4775,0.8329,1.0076,1.4591000000000003,0.3529,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.12019999999999999,0.0521,131.1752,82.24430000000001,80.393,85.8202,56.4469,5.8748,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.1276170000001,4.758812,344.440685,524.5358769999999,127.98266000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,3,9,10,7,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,4,9,7,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,2,1,2,7,10,8,1,0,0,0,0,0,0,0,0,0,0,0
tree_preorder,,,,,,,,,,,,,,,,,,,,,
count,0,0,4,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0815,0.1689,0.0884,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.1557,0.3801,0.3257,0.0825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.0554740000003,0.2578329999999,0.3816950000002,0.192959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_nodes_at_level,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,10,10,10,10,10,1,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,0,1,4,2,7,8,1,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.3386,26.4904,71.05109999999999,97.00970000000001,241.65679999999998,231.6832,248.03479999999996,151.8494,155.1006,13.0576,0,0,0,0,0,0,0,0,0
burst-time,0,0,1.2425000000000002,65.59230000000001,4.5145,102.4129,37.3179,15.459800000000001,16.3307,56.9583,154.6016,12.4268,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.20426799999980003,45.93557500000001,317.15882600000003,112.849086,70.662859,7.190417,119.751675,4.667911,2.628494,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,4,4,8,7,7,5,3,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,3,6,4,6,8,9,1,0,0,0,0,0,0,0,0,0
tree_map,,,,,,,,,,,,,,,,,,,,,
count,0,0,6,10,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.2478,2.1242,3.9222999999999995,5.3622,4.2997,0.8119,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,1.1432,2.6153999999999993,3.2846999999999995,3.4155999999999995,1.8877000000000002,0.2685,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.30506099999979996,0.5833849999999999,0.5939080000005,0.6087450000003001,0.37479200000010005,0.0603779999999,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_binsert,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1
syrup-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,5,6,9,1
smyth-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,10,1
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0646,6.8549999999999995,5.5736,199.3728,115.8349,0.3138,114.3843,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,3.2400999999999995,4.5355,104.92020000000001,82.14049999999999,4.6091999999999995,7.7439,4.7773,3.0194,76.9041,12.1904,181.57999999999998,159.49009999999998,61.5796,71.99050000000001,83.8178,213.9,131.2674,219.5186,4.9715
smyth-time,0,0,0.2092570000001,1.0825289999996999,18.41694,328.2528020000001,359.63858200000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,1,3,5,9,9,10,10,10,10,10,10,10,10,10,10,10,1
burst-timeout,0,0,1,3,2,6,8,6,8,8,9,7,5,8,8,7,7,3,4,1,0
smyth-timeout,0,0,0,0,0,1,4,10,10,10,10,10,10,10,10,10,7,1,6,0,0
